CountyFIPS,CountyName,x_coor,y_coor,COPD_AdjPrev,pm25_2019_annual_mean,CSMOKING_AdjPrev,OBESITY_AdjPrev
48029,Bexar,-98.52011263,29.44893779,5.0,8.899051535145775,14.3,35.9
48037,Bowie,-94.4240289,33.44629797,7.4,9.36598730978364,20.7,37.3
48043,Brewster,-103.2521858,29.81168577,5.1,5.7469751354621454,13.9,35.5
48061,Cameron,-97.52636288,26.12842068,6.4,9.926249084530056,16.2,42.2
48113,Dallas,-96.77783375,32.76663123,5.9,9.29648062280152,15.2,33.1
48135,Ector,-102.5430074,31.86922937,5.6,7.650196474245626,16.1,38.0
48141,El Paso,-106.2350071,31.76871092,4.9,8.628683692189771,13.6,34.3
48201,Harris,-95.39313987,29.85761916,5.5,9.129573413230702,15.4,34.6
48215,Hidalgo,-98.18139361,26.39669726,6.2,10.679368632270988,15.6,48.1
48245,Jefferson,-94.16299514,29.88239698,6.9,8.401597129568664,19.0,40.7
48273,Kleberg,-97.72829271,27.43095013,5.6,8.377526712639963,15.6,40.9
48303,Lubbock,-101.8204789,33.61008596,6.1,6.3993824284066525,15.8,36.3
48323,Maverick,-100.314735,28.74257137,6.4,7.5216889621954195,18.2,41.5
48355,Nueces,-97.62134201,27.72777918,5.7,8.79743511269478,16.0,40.9
48361,Orange,-93.89432443,30.12044837,7.5,8.29036431935479,21.4,39.7
48375,Potter,-101.893964,35.40133773,7.5,5.192807782420056,20.2,39.4
48453,Travis,-97.78186396,30.33477149,4.5,9.505749081320763,12.0,25.2
48479,Webb,-99.3317381,27.76103262,5.9,10.784160910560551,16.8,41.8
49005,Cache,-111.7447401,41.72205081,5.1,7.1826631054922805,9.7,33.8
49011,Davis,-112.11083,40.9902155,4.2,5.659126203786605,8.0,33.9
49013,Duchesne,-110.4242955,40.2979086,6.2,6.176545147725017,13.7,33.4
49021,Iron,-113.2892677,37.85913114,6.0,4.377904223035253,11.1,32.9
49035,Salt Lake,-111.9243091,40.66720198,4.6,6.743408404910722,9.3,30.8
49045,Tooele,-113.1310761,40.44861861,5.2,5.448233191475264,10.6,34.1
49047,Uintah,-109.5180067,40.12464307,6.4,4.315325894125101,13.8,36.1
49049,Utah,-111.6699889,40.11971122,4.4,5.916031061701848,6.5,29.6
49053,Washington,-113.5051125,37.28032337,5.1,4.554093338782348,9.4,30.4
50003,Bennington,-73.09273953,43.03538827,6.5,5.228598016539357,17.7,25.7
50007,Chittenden,-73.08116732,44.46125053,5.2,5.139114045413318,12.9,23.1
50021,Rutland,-73.0367769,43.57993009,6.4,7.022199265693608,18.6,32.4
51059,Fairfax,-77.27624351,38.83617841,4.0,9.196516831095636,10.5,24.2
51650,Hampton,-76.363309,37.05538624,6.7,6.424601595350819,19.1,40.4
51760,Richmond City,-77.47371786,37.52993513,7.4,8.533480894707475,17.8,34.1
53011,Clark,-122.4823619,45.77935333,5.3,7.115256488357262,12.9,33.1
53033,King,-121.8064385,47.4902322,3.9,6.485281496960494,10.0,22.3
53035,Kitsap,-122.6746562,47.61301971,5.1,4.93811789519729,14.7,31.2
53037,Kittitas,-120.6799822,47.12429978,6.1,6.986524697038033,16.0,31.9
53047,Okanogan,-119.7408389,48.54870621,7.2,7.505887798827895,19.6,30.6
53053,Pierce,-122.111739,47.02666169,5.5,7.449037370452072,16.7,32.1
53057,Skagit,-121.7311629,48.47945333,5.6,5.5399852356320665,16.1,30.0
53061,Snohomish,-121.6983584,48.04746561,4.7,7.284598038561024,13.8,30.0
53063,Spokane,-117.4039163,47.62077848,5.8,7.449889461698842,16.1,31.5
53073,Whatcom,-121.7222202,48.82572308,5.6,4.598232688164194,15.5,32.6
53077,Yakima,-120.7388902,46.45672924,6.4,9.3672588150715,16.4,37.1
55003,Ashland,-90.67825713,46.33075514,6.8,4.581102241142816,21.2,36.7
55009,Brown,-88.00361506,44.4523948,5.1,7.231305232896847,15.4,34.8
55025,Dane,-89.41783769,43.06741996,4.1,7.707313637144717,12.3,32.8
55027,Dodge,-88.70734096,43.41605147,5.6,7.280761615442932,18.1,38.8
55035,Eau Claire,-91.28624869,44.72689696,5.4,7.200356204992149,16.7,32.3
55041,Forest,-88.77056403,45.66752825,6.9,5.1149249921673,22.1,39.0
55043,Grant,-90.70608178,42.86770041,6.1,7.832225801793997,18.8,34.1
55059,Kenosha,-88.04218057,42.57651942,5.2,6.8577452307470175,17.4,33.3
55063,La Crosse,-91.11548078,43.9064776,5.2,7.1984823726880975,16.7,29.5
55079,Milwaukee,-87.96697513,43.00703688,5.6,7.820074720596832,18.3,38.0
55087,Outagamie,-88.46572871,44.41577847,5.0,7.951425590210163,15.1,33.6
55089,Ozaukee,-87.95139007,43.38378536,4.0,6.384417254488623,13.1,31.6
55111,Sauk,-89.94813395,43.42662015,5.5,7.001660892145101,17.4,35.8
55119,Taylor,-90.50122671,45.2115825,6.2,6.018841182393149,20.0,34.5
55125,Vilas,-89.51520258,46.05284086,5.6,4.622013763281232,18.3,36.6
55133,Waukesha,-88.30433257,43.01801856,3.9,8.735295812973009,13.2,30.0
56005,Campbell,-105.5480503,44.24836917,6.5,2.5623720975993702,19.6,32.1
56009,Converse,-105.5074487,42.97214459,6.4,2.2549320701785,18.7,29.2
56013,Fremont,-108.6292251,43.03944425,6.8,2.7186539350427443,19.8,27.8
56021,Laramie,-104.6893931,41.30704993,6.0,3.2647283467650547,16.7,28.7
56035,Sublette,-109.9146005,42.76697498,5.8,2.817349535965647,17.2,25.7
56039,Teton,-110.5918463,43.93633578,4.3,2.1430762074200524,11.3,22.2
