FIPS,county_name,gdp_per_capita
20131,"Nemaha, KS",65296
20133,"Neosho, KS",46763
20135,"Ness, KS",65381
20137,"Norton, KS",54975
20139,"Osage, KS",49860
20141,"Osborne, KS",53375
20143,"Ottawa, KS",50929
20145,"Pawnee, KS",45497
20147,"Phillips, KS",61890
20149,"Pottawatomie, KS",60683
20151,"Pratt, KS",55406
20153,"Rawlins, KS",86475
20155,"Reno, KS",47507
20157,"Republic, KS",47913
20159,"Rice, KS",49055
20161,"Riley, KS",50813
20163,"Rooks, KS",45958
20165,"Rush, KS",55528
20167,"Russell, KS",53761
20169,"Saline, KS",56745
20171,"Scott, KS",60040
20173,"Sedgwick, KS",57757
20175,"Seward, KS",46604
20177,"Shawnee, KS",54755
20179,"Sheridan, KS",56753
20181,"Sherman, KS",54800
20183,"Smith, KS",57905
20185,"Stafford, KS",51196
20187,"Stanton, KS",85393
20189,"Stevens, KS",51328
20191,"Sumner, KS",47914
20193,"Thomas, KS",56286
20195,"Trego, KS",60695
20197,"Wabaunsee, KS",56109
20199,"Wallace, KS",63506
20201,"Washington, KS",50230
20203,"Wichita, KS",54011
20205,"Wilson, KS",48132
20207,"Woodson, KS",44198
20209,"Wyandotte, KS",39729
21001,"Adair, KY",41523
21003,"Allen, KY",40949
21005,"Anderson, KY",46038
21007,"Ballard, KY",51890
21009,"Barren, KY",43062
21011,"Bath, KY",38616
21013,"Bell, KY",39908
21015,"Boone, KY",58805
21017,"Bourbon, KY",59068
21019,"Boyd, KY",45845
21021,"Boyle, KY",46951
21023,"Bracken, KY",44665
21025,"Breathitt, KY",39295
21027,"Breckinridge, KY",41387
21029,"Bullitt, KY",51482
21031,"Butler, KY",43321
21033,"Caldwell, KY",44203
21035,"Calloway, KY",43739
21037,"Campbell, KY",63089
21039,"Carlisle, KY",55713
21041,"Carroll, KY",47042
21043,"Carter, KY",38955
21045,"Casey, KY",40231
21047,"Christian, KY",45420
21049,"Clark, KY",48818
21051,"Clay, KY",38244
21053,"Clinton, KY",44407
21055,"Crittenden, KY",42312
21057,"Cumberland, KY",51109
21059,"Daviess, KY",49997
21061,"Edmonson, KY",40330
21063,"Elliott, KY",27551
21065,"Estill, KY",40379
21067,"Fayette, KY",61957
21069,"Fleming, KY",41449
21071,"Floyd, KY",42226
21073,"Franklin, KY",49883
21075,"Fulton, KY",42023
21077,"Gallatin, KY",43927
21079,"Garrard, KY",44136
21081,"Grant, KY",45643
21083,"Graves, KY",50339
21085,"Grayson, KY",41995
21087,"Green, KY",42092
21089,"Greenup, KY",47811
21091,"Hancock, KY",60050
21093,"Hardin, KY",53498
21095,"Harlan, KY",37887
21097,"Harrison, KY",43708
21099,"Hart, KY",42076
21101,"Henderson, KY",53192
21103,"Henry, KY",50237
21105,"Hickman, KY",58749
21107,"Hopkins, KY",47391
21109,"Jackson, KY",37525
21111,"Jefferson, KY",63969
21113,"Jessamine, KY",58726
21115,"Johnson, KY",39129
21117,"Kenton, KY",69447
21119,"Knott, KY",41855
21121,"Knox, KY",37278
21123,"Larue, KY",42311
21125,"Laurel, KY",40424
21127,"Lawrence, KY",38572
21129,"Lee, KY",34340
21131,"Leslie, KY",39491
21133,"Letcher, KY",39815
21135,"Lewis, KY",39540
21137,"Lincoln, KY",40736
21139,"Livingston, KY",46088
21141,"Logan, KY",45420
21143,"Lyon, KY",41502
21145,"McCracken, KY",60793
21147,"McCreary, KY",33738
21149,"McLean, KY",52598
21151,"Madison, KY",45367
21153,"Magoffin, KY",41853
21155,"Marion, KY",44384
21157,"Marshall, KY",49122
21159,"Martin, KY",32047
21161,"Mason, KY",49008
21163,"Meade, KY",47847
21165,"Menifee, KY",41009
21167,"Mercer, KY",45030
21169,"Metcalfe, KY",37432
21171,"Monroe, KY",44523
21173,"Montgomery, KY",43654
21175,"Morgan, KY",32638
21177,"Muhlenberg, KY",40486
21179,"Nelson, KY",53806
21181,"Nicholas, KY",39346
21183,"Ohio, KY",41150
21185,"Oldham, KY",78290
21187,"Owen, KY",39814
21189,"Owsley, KY",47190
21191,"Pendleton, KY",46444
21193,"Perry, KY",43699
21195,"Pike, KY",44599
21197,"Powell, KY",38555
21199,"Pulaski, KY",46927
21201,"Robertson, KY",41095
21203,"Rockcastle, KY",40276
21205,"Rowan, KY",38113
21207,"Russell, KY",54172
21209,"Scott, KY",53829
21211,"Shelby, KY",58318
21213,"Simpson, KY",44984
21215,"Spencer, KY",56071
21217,"Taylor, KY",40320
21219,"Todd, KY",50018
21221,"Trigg, KY",46579
21223,"Trimble, KY",47773
21225,"Union, KY",49633
21227,"Warren, KY",45656
21229,"Washington, KY",45481
21231,"Wayne, KY",36899
21233,"Webster, KY",51206
21235,"Whitley, KY",42199
21237,"Wolfe, KY",44688
21239,"Woodford, KY",63928
22001,"Acadia, LA",46160
22003,"Allen, LA",43291
22005,"Ascension, LA",59695
22007,"Assumption, LA",58116
22009,"Avoyelles, LA",45079
22011,"Beauregard, LA",50639
22013,"Bienville, LA",45022
22015,"Bossier, LA",53365
22017,"Caddo, LA",60867
22019,"Calcasieu, LA",52136
22021,"Caldwell, LA",39706
22023,"Cameron, LA",64150
22025,"Catahoula, LA",43841
22027,"Claiborne, LA",42898
22029,"Concordia, LA",42632
22031,"De Soto, LA",54615
22033,"East Baton Rouge, LA",62473
22035,"East Carroll, LA",35179
22037,"East Feliciana, LA",47189
22039,"Evangeline, LA",40401
22041,"Franklin, LA",39498
22043,"Grant, LA",38045
22045,"Iberia, LA",46766
22047,"Iberville, LA",52709
22049,"Jackson, LA",42740
22051,"Jefferson, LA",59081
22053,"Jefferson Davis, LA",46714
22055,"Lafayette, LA",61868
22057,"Lafourche, LA",52861
22059,"LaSalle, LA",38157
22061,"Lincoln, LA",48452
22063,"Livingston, LA",49107
22065,"Madison, LA",41719
22067,"Morehouse, LA",42789
22069,"Natchitoches, LA",49520
22071,"Orleans, LA",62896
22073,"Ouachita, LA",46999
22075,"Plaquemines, LA",56074
22077,"Pointe Coupee, LA",57550
22079,"Rapides, LA",53454
22081,"Red River, LA",55691
22083,"Richland, LA",44653
22085,"Sabine, LA",47143
22087,"St. Bernard, LA",41436
22089,"St. Charles, LA",57319
22091,"St. Helena, LA",46724
22093,"St. James, LA",65903
22095,"St. John the Baptist, LA",46005
22097,"St. Landry, LA",46490
22099,"St. Martin, LA",46281
22101,"St. Mary, LA",48175
22103,"St. Tammany, LA",73815
22105,"Tangipahoa, LA",47564
22107,"Tensas, LA",46925
22109,"Terrebonne, LA",49729
22111,"Union, LA",48595
22113,"Vermilion, LA",47235
22115,"Vernon, LA",49002
22117,"Washington, LA",42037
22119,"Webster, LA",50954
22121,"West Baton Rouge, LA",53772
22123,"West Carroll, LA",42525
22125,"West Feliciana, LA",44600
22127,"Winn, LA",46741
23001,"Androscoggin, ME",50842
23003,"Aroostook, ME",51604
23005,"Cumberland, ME",79361
23007,"Franklin, ME",47962
23009,"Hancock, ME",64226
23011,"Kennebec, ME",55572
23013,"Knox, ME",63526
23015,"Lincoln, ME",62829
23017,"Oxford, ME",47722
23019,"Penobscot, ME",52005
23021,"Piscataquis, ME",52722
23023,"Sagadahoc, ME",62863
23025,"Somerset, ME",48245
23027,"Waldo, ME",55230
23029,"Washington, ME",50007
23031,"York, ME",66461
24001,"Allegany, MD",46861
24003,"Anne Arundel, MD",78361
24005,"Baltimore, MD",70027
24009,"Calvert, MD",71046
24011,"Caroline, MD",56216
24013,"Carroll, MD",70418
24015,"Cecil, MD",56194
24017,"Charles, MD",62650
24019,"Dorchester, MD",55660
24021,"Frederick, MD",71200
24023,"Garrett, MD",53915
24025,"Harford, MD",67040
24027,"Howard, MD",89462
24029,"Kent, MD",71928
24031,"Montgomery, MD",93487
24033,"Prince George's, MD",53980
24035,"Queen Anne's, MD",78849
24037,"St. Mary's, MD",66056
24039,"Somerset, MD",39672
24041,"Talbot, MD",91345
24043,"Washington, MD",53244
24045,"Wicomico, MD",47638
24047,"Worcester, MD",66279
24510,"Baltimore (Independent City), MD",60489
25001,"Barnstable, MA",85891
25003,"Berkshire, MA",65325
25005,"Bristol, MA",64254
25007,"Dukes, MA",89786
25009,"Essex, MA",79578
25011,"Franklin, MA",63382
25013,"Hampden, MA",60870
25015,"Hampshire, MA",59187
25017,"Middlesex, MA",102212
25019,"Nantucket, MA",110732
25021,"Norfolk, MA",108484
25023,"Plymouth, MA",80493
25025,"Suffolk, MA",100309
25027,"Worcester, MA",66178
26001,"Alcona, MI",48609
26003,"Alger, MI",42060
26005,"Allegan, MI",55332
26007,"Alpena, MI",48865
26009,"Antrim, MI",56240
26011,"Arenac, MI",46676
26013,"Baraga, MI",41374
26015,"Barry, MI",56813
26017,"Bay, MI",49910
26019,"Benzie, MI",56921
26021,"Berrien, MI",60293
26023,"Branch, MI",43743
26025,"Calhoun, MI",46136
26027,"Cass, MI",57092
26029,"Charlevoix, MI",67830
26031,"Cheboygan, MI",48075
26033,"Chippewa, MI",43675
26035,"Clare, MI",41203
26037,"Clinton, MI",57392
26039,"Crawford, MI",41434
26041,"Delta, MI",45539
26043,"Dickinson, MI",54357
26045,"Eaton, MI",51378
26047,"Emmet, MI",71040
26049,"Genesee, MI",48709
26051,"Gladwin, MI",44108
26053,"Gogebic, MI",48497
26055,"Grand Traverse, MI",63643
26057,"Gratiot, MI",44047
26059,"Hillsdale, MI",42742
26061,"Houghton, MI",42495
26063,"Huron, MI",57094
26065,"Ingham, MI",50089
26067,"Ionia, MI",41060
26069,"Iosco, MI",46391
26071,"Iron, MI",48200
26073,"Isabella, MI",45613
26075,"Jackson, MI",46600
26077,"Kalamazoo, MI",60953
26079,"Kalkaska, MI",43645
26081,"Kent, MI",67750
26083,"Keweenaw, MI",56726
26085,"Lake, MI",36352
26087,"Lapeer, MI",50846
26089,"Leelanau, MI",80646
26091,"Lenawee, MI",48526
26093,"Livingston, MI",68737
26095,"Luce, MI",36137
26097,"Mackinac, MI",53398
26099,"Macomb, MI",55509
26101,"Manistee, MI",46333
26103,"Marquette, MI",46533
26105,"Mason, MI",48179
26107,"Mecosta, MI",42208
26109,"Menominee, MI",48176
26111,"Midland, MI",60647
26113,"Missaukee, MI",43328
26115,"Monroe, MI",56678
26117,"Montcalm, MI",41179
26119,"Montmorency, MI",42119
26121,"Muskegon, MI",47491
26123,"Newaygo, MI",44565
26125,"Oakland, MI",85455
26127,"Oceana, MI",46180
26129,"Ogemaw, MI",41175
26131,"Ontonagon, MI",46746
26133,"Osceola, MI",46626
26135,"Oscoda, MI",44241
26137,"Otsego, MI",48374
26139,"Ottawa, MI",60379
26141,"Presque Isle, MI",46700
26143,"Roscommon, MI",43900
26145,"Saginaw, MI",48072
26147,"St. Clair, MI",52795
26149,"St. Joseph, MI",47829
26151,"Sanilac, MI",47311
26153,"Schoolcraft, MI",45463
26155,"Shiawassee, MI",48040
26157,"Tuscola, MI",44574
26159,"Van Buren, MI",50247
26161,"Washtenaw, MI",72906
26163,"Wayne, MI",50121
26165,"Wexford, MI",44118
27001,"Aitkin, MN",48881
27003,"Anoka, MN",60202
27005,"Becker, MN",57328
27007,"Beltrami, MN",51054
27009,"Benton, MN",54471
27011,"Big Stone, MN",69521
27013,"Blue Earth, MN",53707
27015,"Brown, MN",62583
27017,"Carlton, MN",50619
27019,"Carver, MN",88026
27021,"Cass, MN",55150
27023,"Chippewa, MN",56334
27025,"Chisago, MN",59491
27027,"Clay, MN",52445
27029,"Clearwater, MN",52498
27031,"Cook, MN",59316
27033,"Cottonwood, MN",63147
27035,"Crow Wing, MN",54187
27037,"Dakota, MN",71457
27039,"Dodge, MN",59561
27041,"Douglas, MN",63595
27043,"Faribault, MN",57129
27045,"Fillmore, MN",55679
27047,"Freeborn, MN",55338
27049,"Goodhue, MN",63740
27051,"Grant, MN",63222
27053,"Hennepin, MN",90852
27055,"Houston, MN",61359
27057,"Hubbard, MN",54700
27059,"Isanti, MN",52832
27061,"Itasca, MN",52211
27063,"Jackson, MN",64157
27065,"Kanabec, MN",50074
27067,"Kandiyohi, MN",60448
27069,"Kittson, MN",71839
27071,"Koochiching, MN",53450
27073,"Lac qui Parle, MN",69952
27075,"Lake, MN",54427
27077,"Lake of the Woods, MN",59564
27079,"Le Sueur, MN",61183
27081,"Lincoln, MN",62393
27083,"Lyon, MN",61189
27085,"McLeod, MN",59413
27087,"Mahnomen, MN",49444
27089,"Marshall, MN",79724
27091,"Martin, MN",64456
27093,"Meeker, MN",55709
27095,"Mille Lacs, MN",51019
27097,"Morrison, MN",53155
27099,"Mower, MN",54905
27101,"Murray, MN",71204
27103,"Nicollet, MN",59134
27105,"Nobles, MN",59359
27107,"Norman, MN",62331
27109,"Olmsted, MN",68280
27111,"Otter Tail, MN",57931
27113,"Pennington, MN",66824
27115,"Pine, MN",45258
27117,"Pipestone, MN",71333
27119,"Polk, MN",61274
27121,"Pope, MN",63650
27123,"Ramsey, MN",66022
27125,"Red Lake, MN",71920
27127,"Redwood, MN",75500
27129,"Renville, MN",66598
27131,"Rice, MN",53519
27133,"Rock, MN",64262
27135,"Roseau, MN",61536
27137,"St. Louis, MN",56554
27139,"Scott, MN",76583
27141,"Sherburne, MN",56903
27143,"Sibley, MN",60625
27145,"Stearns, MN",60580
27147,"Steele, MN",56035
27149,"Stevens, MN",64457
27151,"Swift, MN",70176
27153,"Todd, MN",58680
27155,"Traverse, MN",87727
27157,"Wabasha, MN",60798
27159,"Wadena, MN",47978
27161,"Waseca, MN",59697
27163,"Washington, MN",79112
27165,"Watonwan, MN",57385
27167,"Wilkin, MN",75425
27169,"Winona, MN",57044
27171,"Wright, MN",61989
27173,"Yellow Medicine, MN",72441
28001,"Adams, MS",43787
28003,"Alcorn, MS",44836
28005,"Amite, MS",39340
28007,"Attala, MS",40715
28009,"Benton, MS",42245
28011,"Bolivar, MS",47065
28013,"Calhoun, MS",40809
28015,"Carroll, MS",42929
28017,"Chickasaw, MS",39128
28019,"Choctaw, MS",40393
28021,"Claiborne, MS",37204
28023,"Clarke, MS",43748
28025,"Clay, MS",48544
28027,"Coahoma, MS",44761
28029,"Copiah, MS",39801
28031,"Covington, MS",47343
28033,"DeSoto, MS",52752
28035,"Forrest, MS",42940
28037,"Franklin, MS",40733
28039,"George, MS",39539
28041,"Greene, MS",33776
28043,"Grenada, MS",42253
28045,"Hancock, MS",45472
28047,"Harrison, MS",45764
28049,"Hinds, MS",48589
28051,"Holmes, MS",35336
28053,"Humphreys, MS",41242
28055,"Issaquena, MS",32815
28057,"Itawamba, MS",41029
28059,"Jackson, MS",45306
28061,"Jasper, MS",46777
28063,"Jefferson, MS",39403
28065,"Jefferson Davis, MS",37959
28067,"Jones, MS",47982
28069,"Kemper, MS",37198
28071,"Lafayette, MS",49141
28073,"Lamar, MS",49644
28075,"Lauderdale, MS",47206
28077,"Lawrence, MS",44844
28079,"Leake, MS",41853
28081,"Lee, MS",51917
28083,"Leflore, MS",48537
28085,"Lincoln, MS",45351
28087,"Lowndes, MS",48381
28089,"Madison, MS",80425
28091,"Marion, MS",40708
28093,"Marshall, MS",44114
28095,"Monroe, MS",43161
28097,"Montgomery, MS",41406
28099,"Neshoba, MS",46586
28101,"Newton, MS",40943
28103,"Noxubee, MS",42937
28105,"Oktibbeha, MS",39632
28107,"Panola, MS",41373
28109,"Pearl River, MS",43828
28111,"Perry, MS",37116
28113,"Pike, MS",36981
28115,"Pontotoc, MS",41885
28117,"Prentiss, MS",37799
28119,"Quitman, MS",41967
28121,"Rankin, MS",53768
28123,"Scott, MS",38390
28125,"Sharkey, MS",53591
28127,"Simpson, MS",46050
28129,"Smith, MS",48238
28131,"Stone, MS",39642
28133,"Sunflower, MS",37660
28135,"Tallahatchie, MS",43054
28137,"Tate, MS",44670
28139,"Tippah, MS",43075
28141,"Tishomingo, MS",42281
28143,"Tunica, MS",45810
28145,"Union, MS",41233
28147,"Walthall, MS",38107
28149,"Warren, MS",49373
28151,"Washington, MS",45448
28153,"Wayne, MS",45305
28155,"Webster, MS",44285
28157,"Wilkinson, MS",35463
28159,"Winston, MS",43394
28161,"Yalobusha, MS",41921
28163,"Yazoo, MS",38350
29001,"Adair, MO",37154
29003,"Andrew, MO",52012
29005,"Atchison, MO",56885
29007,"Audrain, MO",46011
29009,"Barry, MO",45003
29011,"Barton, MO",45706
29013,"Bates, MO",48561
29015,"Benton, MO",44220
29017,"Bollinger, MO",46190
29019,"Boone, MO",56139
29021,"Buchanan, MO",48876
29023,"Butler, MO",43274
29025,"Caldwell, MO",46050
29027,"Callaway, MO",46934
29029,"Camden, MO",50912
29031,"Cape Girardeau, MO",50393
29033,"Carroll, MO",60534
29035,"Carter, MO",47047
29037,"Cass, MO",56575
29039,"Cedar, MO",37091
29041,"Chariton, MO",52010
29043,"Christian, MO",49775
29045,"Clark, MO",44984
29047,"Clay, MO",56764
29049,"Clinton, MO",50283
29051,"Cole, MO",57022
29053,"Cooper, MO",51419
29055,"Crawford, MO",45008
29057,"Dade, MO",44419
29059,"Dallas, MO",40386
29061,"Daviess, MO",38603
29063,"DeKalb, MO",37993
29065,"Dent, MO",42323
29067,"Douglas, MO",37828
29069,"Dunklin, MO",44231
29071,"Franklin, MO",53473
29073,"Gasconade, MO",47193
29075,"Gentry, MO",48815
29077,"Greene, MO",52534
29079,"Grundy, MO",41142
29081,"Harrison, MO",44357
29083,"Henry, MO",49801
29085,"Hickory, MO",39707
29087,"Holt, MO",62460
29089,"Howard, MO",49728
29091,"Howell, MO",41224
29093,"Iron, MO",41775
29095,"Jackson, MO",54148
29097,"Jasper, MO",44934
29099,"Jefferson, MO",51770
29101,"Johnson, MO",44308
29103,"Knox, MO",45427
29105,"Laclede, MO",45246
29107,"Lafayette, MO",51664
29109,"Lawrence, MO",40725
29111,"Lewis, MO",42882
29113,"Lincoln, MO",49727
29115,"Linn, MO",45835
29117,"Livingston, MO",48922
29119,"McDonald, MO",38539
29121,"Macon, MO",52737
29123,"Madison, MO",42112
29125,"Maries, MO",41645
29127,"Marion, MO",49429
29129,"Mercer, MO",38457
29131,"Miller, MO",43750
29133,"Mississippi, MO",42421
29135,"Moniteau, MO",49210
29137,"Monroe, MO",49606
29139,"Montgomery, MO",50961
29141,"Morgan, MO",48093
29143,"New Madrid, MO",51905
29145,"Newton, MO",46883
29147,"Nodaway, MO",41801
29149,"Oregon, MO",43646
29151,"Osage, MO",53535
29153,"Ozark, MO",40581
29155,"Pemiscot, MO",47086
29157,"Perry, MO",49658
29159,"Pettis, MO",45366
29161,"Phelps, MO",44660
29163,"Pike, MO",42068
29165,"Platte, MO",68613
29167,"Polk, MO",43282
29169,"Pulaski, MO",44520
29171,"Putnam, MO",43490
29173,"Ralls, MO",47993
29175,"Randolph, MO",51557
29177,"Ray, MO",49062
29179,"Reynolds, MO",40471
29181,"Ripley, MO",45378
29183,"St. Charles, MO",64724
29185,"St. Clair, MO",37298
29186,"Ste. Genevieve, MO",47458
29187,"St. Francois, MO",42482
29189,"St. Louis, MO",93142
29195,"Saline, MO",48459
29197,"Schuyler, MO",41537
29199,"Scotland, MO",51388
29201,"Scott, MO",50224
29203,"Shannon, MO",40361
29205,"Shelby, MO",49852
29207,"Stoddard, MO",47260
29209,"Stone, MO",48675
29211,"Sullivan, MO",45030
29213,"Taney, MO",45663
29215,"Texas, MO",36817
29217,"Vernon, MO",44498
29219,"Warren, MO",51198
29221,"Washington, MO",37930
29223,"Wayne, MO",42075
29225,"Webster, MO",41862
29227,"Worth, MO",42741
29229,"Wright, MO",38778
29510,"St. Louis (Independent City), MO",59103
30001,"Beaverhead, MT",58781
30003,"Big Horn, MT",38252
30005,"Blaine, MT",38108
30007,"Broadwater, MT",52237
30009,"Carbon, MT",64832
30011,"Carter, MT",45694
30013,"Cascade, MT",57467
30015,"Chouteau, MT",56331
30017,"Custer, MT",53904
30019,"Daniels, MT",64957
30021,"Dawson, MT",51407
30023,"Deer Lodge, MT",48686
30025,"Fallon, MT",51584
30027,"Fergus, MT",53797
30029,"Flathead, MT",65526
30031,"Gallatin, MT",82724
30033,"Garfield, MT",51024
30035,"Glacier, MT",46291
30037,"Golden Valley, MT",55235
30039,"Granite, MT",52121
30041,"Hill, MT",54697
30043,"Jefferson, MT",60487
30045,"Judith Basin, MT",59808
30047,"Lake, MT",47405
30049,"Lewis and Clark, MT",59370
30051,"Liberty, MT",70344
30053,"Lincoln, MT",45741
30055,"McCone, MT",54422
30057,"Madison, MT",71901
30059,"Meagher, MT",54853
30061,"Mineral, MT",44674
30063,"Missoula, MT",64877
30065,"Musselshell, MT",49164
30067,"Park, MT",62777
30069,"Petroleum, MT",40588
30071,"Phillips, MT",46662
30073,"Pondera, MT",62256
30075,"Powder River, MT",45667
30077,"Powell, MT",49323
30079,"Prairie, MT",56547
30081,"Ravalli, MT",59678
30083,"Richland, MT",68197
30085,"Roosevelt, MT",44443
30087,"Rosebud, MT",54157
30089,"Sanders, MT",43437
30091,"Sheridan, MT",54548
30093,"Silver Bow, MT",57675
30095,"Stillwater, MT",65372
30097,"Sweet Grass, MT",57142
30099,"Teton, MT",59818
30101,"Toole, MT",61245
30103,"Treasure, MT",56895
30105,"Valley, MT",61484
30107,"Wheatland, MT",51843
30109,"Wibaux, MT",47904
30111,"Yellowstone, MT",65839
31001,"Adams, NE",63095
31003,"Antelope, NE",70558
31005,"Arthur, NE",54241
31007,"Banner, NE",72247
31009,"Blaine, NE",57931
31011,"Boone, NE",66367
31013,"Box Butte, NE",57033
31015,"Boyd, NE",78522
31017,"Brown, NE",61177
31019,"Buffalo, NE",68468
31021,"Burt, NE",55047
31023,"Butler, NE",66507
31025,"Cass, NE",63577
31027,"Cedar, NE",65141
31029,"Chase, NE",73936
31031,"Cherry, NE",56904
31033,"Cheyenne, NE",51118
31035,"Clay, NE",63435
31037,"Colfax, NE",56331
31039,"Cuming, NE",74820
31041,"Custer, NE",58600
31043,"Dakota, NE",58561
31045,"Dawes, NE",46199
31047,"Dawson, NE",51698
31049,"Deuel, NE",47152
31051,"Dixon, NE",57884
31053,"Dodge, NE",61682
31055,"Douglas, NE",76692
31057,"Dundy, NE",98270
31059,"Fillmore, NE",74906
31061,"Franklin, NE",61519
31063,"Frontier, NE",55913
31065,"Furnas, NE",61182
31067,"Gage, NE",75117
31069,"Garden, NE",58047
31071,"Garfield, NE",50941
31073,"Gosper, NE",68478
31075,"Grant, NE",49525
31077,"Greeley, NE",65708
31079,"Hall, NE",55627
31081,"Hamilton, NE",68050
31083,"Harlan, NE",65239
31085,"Hayes, NE",82479
31087,"Hitchcock, NE",64427
31089,"Holt, NE",64258
31091,"Hooker, NE",46987
31093,"Howard, NE",56871
31095,"Jefferson, NE",55716
31097,"Johnson, NE",44202
31099,"Kearney, NE",77335
31101,"Keith, NE",55396
31103,"Keya Paha, NE",58816
31105,"Kimball, NE",61386
31107,"Knox, NE",62275
31109,"Lancaster, NE",61748
31111,"Lincoln, NE",66615
31113,"Logan, NE",57567
31115,"Loup, NE",60141
31117,"McPherson, NE",63324
31119,"Madison, NE",63613
31121,"Merrick, NE",59465
31123,"Morrill, NE",69938
31125,"Nance, NE",51536
31127,"Nemaha, NE",57582
31129,"Nuckolls, NE",65936
31131,"Otoe, NE",58605
31133,"Pawnee, NE",57953
31135,"Perkins, NE",100398
31137,"Phelps, NE",62739
31139,"Pierce, NE",97775
31141,"Platte, NE",57632
31143,"Polk, NE",68326
31145,"Red Willow, NE",55669
31147,"Richardson, NE",58060
31149,"Rock, NE",79266
31151,"Saline, NE",51818
31153,"Sarpy, NE",62831
31155,"Saunders, NE",66647
31157,"Scotts Bluff, NE",53047
31159,"Seward, NE",63143
31161,"Sheridan, NE",63884
31163,"Sherman, NE",56897
31165,"Sioux, NE",72670
31167,"Stanton, NE",60802
31169,"Thayer, NE",63642
31171,"Thomas, NE",66063
31173,"Thurston, NE",57161
31175,"Valley, NE",66480
31177,"Washington, NE",69410
31179,"Wayne, NE",53942
31181,"Webster, NE",57695
31183,"Wheeler, NE",58235
31185,"York, NE",63649
32001,"Churchill, NV",54307
32003,"Clark, NV",60318
32005,"Douglas, NV",95736
32007,"Elko, NV",54281
32009,"Esmeralda, NV",61587
32011,"Eureka, NV",52975
32013,"Humboldt, NV",54497
32015,"Lander, NV",77587
32017,"Lincoln, NV",50600
32019,"Lyon, NV",48049
32021,"Mineral, NV",46144
32023,"Nye, NV",42256
32027,"Pershing, NV",41021
32029,"Storey, NV",75481
32031,"Washoe, NV",77095
32033,"White Pine, NV",58444
32510,"Carson City (Independent City), NV",60087
33001,"Belknap, NH",75822
33003,"Carroll, NH",74382
33005,"Cheshire, NH",64297
33007,"Coos, NH",53286
33009,"Grafton, NH",75311
33011,"Hillsborough, NH",73025
33013,"Merrimack, NH",70176
33015,"Rockingham, NH",92375
33017,"Strafford, NH",63101
33019,"Sullivan, NH",64626
34001,"Atlantic, NJ",57121
34003,"Bergen, NJ",96082
34005,"Burlington, NJ",70909
34007,"Camden, NJ",61925
34009,"Cape May, NJ",73354
34011,"Cumberland, NJ",47627
34013,"Essex, NJ",76010
34015,"Gloucester, NJ",62599
34017,"Hudson, NJ",75554
34019,"Hunterdon, NJ",99661
34021,"Mercer, NJ",79930
34023,"Middlesex, NJ",70918
34025,"Monmouth, NJ",94479
34027,"Morris, NJ",108860
34029,"Ocean, NJ",58568
34031,"Passaic, NJ",57076
34033,"Salem, NJ",54948
34035,"Somerset, NJ",112772
34037,"Sussex, NJ",71218
34039,"Union, NJ",77975
34041,"Warren, NJ",62899
35001,"Bernalillo, NM",56302
35003,"Catron, NM",41623
35005,"Chaves, NM",52755
35006,"Cibola, NM*",35073
35007,"Colfax, NM",49711
35009,"Curry, NM",56790
35011,"De Baca, NM",56960
35013,"Doña Ana, NM",46222
35015,"Eddy, NM",72029
35017,"Grant, NM",51125
35019,"Guadalupe, NM",44304
35021,"Harding, NM",50102
35023,"Hidalgo, NM",53778
35025,"Lea, NM",54855
35027,"Lincoln, NM",51411
35028,"Los Alamos, NM",87151
35029,"Luna, NM",38312
35031,"McKinley, NM",35356
35033,"Mora, NM",54743
35035,"Otero, NM",42411
35037,"Quay, NM",48467
35039,"Rio Arriba, NM",44677
35041,"Roosevelt, NM",52664
35043,"Sandoval, NM",53603
35045,"San Juan, NM",44167
35047,"San Miguel, NM",45840
35049,"Santa Fe, NM",73047
35051,"Sierra, NM",49412
35053,"Socorro, NM",43912
35055,"Taos, NM",47398
35057,"Torrance, NM",45580
35059,"Union, NM",44458
35061,"Valencia, NM*",45310
36001,"Albany, NY",73955
36003,"Allegany, NY",40655
36005,"Bronx, NY",42681
36007,"Broome, NY",49216
36009,"Cattaraugus, NY",46130
36011,"Cayuga, NY",52081
36013,"Chautauqua, NY",47384
36015,"Chemung, NY",52263
36017,"Chenango, NY",51407
36019,"Clinton, NY",52469
36021,"Columbia, NY",70483
36023,"Cortland, NY",48989
36025,"Delaware, NY",47077
36027,"Dutchess, NY",67411
36029,"Erie, NY",58474
36031,"Essex, NY",55108
36033,"Franklin, NY",50587
36035,"Fulton, NY",51246
36037,"Genesee, NY",51106
36039,"Greene, NY",58122
36041,"Hamilton, NY",55099
36043,"Herkimer, NY",49643
36045,"Jefferson, NY",53267
36047,"Kings, NY",63568
36049,"Lewis, NY",55558
36051,"Livingston, NY",50748
36053,"Madison, NY",56355
36055,"Monroe, NY",60223
36057,"Montgomery, NY",48622
36059,"Nassau, NY",98602
36061,"New York, NY",199790
36063,"Niagara, NY",53108
36065,"Oneida, NY",53010
36067,"Onondaga, NY",60868
36069,"Ontario, NY",61665
36071,"Orange, NY",57379
36073,"Orleans, NY",46482
36075,"Oswego, NY",47562
36077,"Otsego, NY",50515
36079,"Putnam, NY",79770
36081,"Queens, NY",57117
36083,"Rensselaer, NY",57879
36085,"Richmond, NY",62827
