FIPS,county_name,gdp_per_capita
36087,"Rockland, NY",67179
36089,"St. Lawrence, NY",45560
36091,"Saratoga, NY",76673
36093,"Schenectady, NY",56988
36095,"Schoharie, NY",50710
36097,"Schuyler, NY",50300
36099,"Seneca, NY",48575
36101,"Steuben, NY",55066
36103,"Suffolk, NY",83523
36105,"Sullivan, NY",55021
36107,"Tioga, NY",52156
36109,"Tompkins, NY",50913
36111,"Ulster, NY",62775
36113,"Warren, NY",62763
36115,"Washington, NY",48477
36117,"Wayne, NY",55141
36119,"Westchester, NY",123313
36121,"Wyoming, NY",50868
36123,"Yates, NY",50708
37001,"Alamance, NC",49489
37003,"Alexander, NC",49076
37005,"Alleghany, NC",44841
37007,"Anson, NC",50641
37009,"Ashe, NC",44246
37011,"Avery, NC",47075
37013,"Beaufort, NC",54699
37015,"Bertie, NC",50094
37017,"Bladen, NC",49757
37019,"Brunswick, NC",58784
37021,"Buncombe, NC",62220
37023,"Burke, NC",45854
37025,"Cabarrus, NC",55209
37027,"Caldwell, NC",45750
37029,"Camden, NC",55743
37031,"Carteret, NC",64333
37033,"Caswell, NC",42156
37035,"Catawba, NC",55262
37037,"Chatham, NC",82059
37039,"Cherokee, NC",40143
37041,"Chowan, NC",51211
37043,"Clay, NC",44882
37045,"Cleveland, NC",45805
37047,"Columbus, NC",44401
37049,"Craven, NC",54108
37051,"Cumberland, NC",46246
37053,"Currituck, NC",58153
37055,"Dare, NC",74031
37057,"Davidson, NC",49588
37059,"Davie, NC",60916
37061,"Duplin, NC",55562
37063,"Durham, NC",61727
37065,"Edgecombe, NC",44542
37067,"Forsyth, NC",58194
37069,"Franklin, NC",47247
37071,"Gaston, NC",50203
37073,"Gates, NC",50916
37075,"Graham, NC",41259
37077,"Granville, NC",48710
37079,"Greene, NC",39679
37081,"Guilford, NC",56823
37083,"Halifax, NC",45062
37085,"Harnett, NC",45744
37087,"Haywood, NC",50923
37089,"Henderson, NC",55676
37091,"Hertford, NC",44658
37093,"Hoke, NC",41728
37095,"Hyde, NC",49348
37097,"Iredell, NC",63652
37099,"Jackson, NC",44774
37101,"Johnston, NC",50324
37103,"Jones, NC",50427
37105,"Lee, NC",50884
37107,"Lenoir, NC",51897
37109,"Lincoln, NC",58622
37111,"McDowell, NC",45168
37113,"Macon, NC",49611
37115,"Madison, NC",44944
37117,"Martin, NC",42489
37119,"Mecklenburg, NC",78578
37121,"Mitchell, NC",44394
37123,"Montgomery, NC",46855
37125,"Moore, NC",64977
37127,"Nash, NC",50608
37129,"New Hanover, NC",61827
37131,"Northampton, NC",48352
37133,"Onslow, NC",52257
37135,"Orange, NC",77919
37137,"Pamlico, NC",53499
37139,"Pasquotank, NC",48221
37141,"Pender, NC",51231
37143,"Perquimans, NC",53446
37145,"Person, NC",46798
37147,"Pitt, NC",52918
37149,"Polk, NC",62918
37151,"Randolph, NC",47505
37153,"Richmond, NC",46436
37155,"Robeson, NC",42610
37157,"Rockingham, NC",46323
37159,"Rowan, NC",46911
37161,"Rutherford, NC",42719
37163,"Sampson, NC",48193
37165,"Scotland, NC",42879
37167,"Stanly, NC",48517
37169,"Stokes, NC",47150
37171,"Surry, NC",49716
37173,"Swain, NC",52414
37175,"Transylvania, NC",56344
37177,"Tyrrell, NC",42915
37179,"Union, NC",69694
37181,"Vance, NC",43878
37183,"Wake, NC",77490
37185,"Warren, NC",37599
37187,"Washington, NC",45783
37189,"Watauga, NC",49148
37191,"Wayne, NC",48917
37193,"Wilkes, NC",49209
37195,"Wilson, NC",49268
37197,"Yadkin, NC",48648
37199,"Yancey, NC",43135
38001,"Adams, ND",61737
38003,"Barnes, ND",74640
38005,"Benson, ND",66671
38007,"Billings, ND",82400
38009,"Bottineau, ND",89099
38011,"Bowman, ND",72555
38013,"Burke, ND",102224
38015,"Burleigh, ND",71750
38017,"Cass, ND",69537
38019,"Cavalier, ND",134389
38021,"Dickey, ND",98298
38023,"Divide, ND",75269
38025,"Dunn, ND",102416
38027,"Eddy, ND",90007
38029,"Emmons, ND",89013
38031,"Foster, ND",87293
38033,"Golden Valley, ND",54613
38035,"Grand Forks, ND",61753
38037,"Grant, ND",64346
38039,"Griggs, ND",93672
38041,"Hettinger, ND",68024
38043,"Kidder, ND",81378
38045,"LaMoure, ND",93947
38047,"Logan, ND",83023
38049,"McHenry, ND",77379
38051,"McIntosh, ND",85453
38053,"McKenzie, ND",80015
38055,"McLean, ND",77951
38057,"Mercer, ND",65236
38059,"Morton, ND",61923
38061,"Mountrail, ND",83758
38063,"Nelson, ND",91435
38065,"Oliver, ND",61703
38067,"Pembina, ND",90253
38069,"Pierce, ND",73344
38071,"Ramsey, ND",68947
38073,"Ransom, ND",76002
38075,"Renville, ND",113733
38077,"Richland, ND",66200
38079,"Rolette, ND",57834
38081,"Sargent, ND",91511
38083,"Sheridan, ND",94149
38085,"Sioux, ND",40061
38087,"Slope, ND",63928
38089,"Stark, ND",68320
38091,"Steele, ND",109551
38093,"Stutsman, ND",67646
38095,"Towner, ND",126937
38097,"Traill, ND",74279
38099,"Walsh, ND",75681
38101,"Ward, ND",64119
38103,"Wells, ND",105852
38105,"Williams, ND",72728
39001,"Adams, OH",43159
39003,"Allen, OH",50807
39005,"Ashland, OH",48042
39007,"Ashtabula, OH",47541
39009,"Athens, OH",40836
39011,"Auglaize, OH",56750
39013,"Belmont, OH",48382
39015,"Brown, OH",46834
39017,"Butler, OH",55505
39019,"Carroll, OH",48295
39021,"Champaign, OH",49261
39023,"Clark, OH",48030
39025,"Clermont, OH",60323
39027,"Clinton, OH",51543
39029,"Columbiana, OH",45377
39031,"Coshocton, OH",42488
39033,"Crawford, OH",45973
39035,"Cuyahoga, OH",64523
39037,"Darke, OH",52633
39039,"Defiance, OH",48038
39041,"Delaware, OH",88010
39043,"Erie, OH",58003
39045,"Fairfield, OH",55648
39047,"Fayette, OH",47620
39049,"Franklin, OH",60912
39051,"Fulton, OH",54023
39053,"Gallia, OH",47299
39055,"Geauga, OH",81234
39057,"Greene, OH",60576
39059,"Guernsey, OH",48967
39061,"Hamilton, OH",71953
39063,"Hancock, OH",59487
39065,"Hardin, OH",40502
39067,"Harrison, OH",47045
39069,"Henry, OH",53207
39071,"Highland, OH",44602
39073,"Hocking, OH",46040
39075,"Holmes, OH",57026
39077,"Huron, OH",48279
39079,"Jackson, OH",41294
39081,"Jefferson, OH",46385
39083,"Knox, OH",52476
39085,"Lake, OH",59810
39087,"Lawrence, OH",48425
39089,"Licking, OH",55825
39091,"Logan, OH",49408
39093,"Lorain, OH",55845
39095,"Lucas, OH",54254
39097,"Madison, OH",53595
39099,"Mahoning, OH",51786
39101,"Marion, OH",43601
39103,"Medina, OH",66528
39105,"Meigs, OH",42277
39107,"Mercer, OH",61545
39109,"Miami, OH",56651
39111,"Monroe, OH",42763
39113,"Montgomery, OH",55123
39115,"Morgan, OH",43214
39117,"Morrow, OH",49235
39119,"Muskingum, OH",49985
39121,"Noble, OH",31369
39123,"Ottawa, OH",62899
39125,"Paulding, OH",50980
39127,"Perry, OH",46802
39129,"Pickaway, OH",50568
39131,"Pike, OH",46185
39133,"Portage, OH",53891
39135,"Preble, OH",49579
39137,"Putnam, OH",59826
39139,"Richland, OH",45499
39141,"Ross, OH",45196
39143,"Sandusky, OH",49414
39145,"Scioto, OH",46490
39147,"Seneca, OH",48160
39149,"Shelby, OH",52876
39151,"Stark, OH",54014
39153,"Summit, OH",61027
39155,"Trumbull, OH",46745
39157,"Tuscarawas, OH",54140
39159,"Union, OH",69340
39161,"Van Wert, OH",50030
39163,"Vinton, OH",40979
39165,"Warren, OH",73235
39167,"Washington, OH",51478
39169,"Wayne, OH",53835
39171,"Williams, OH",50010
39173,"Wood, OH",56958
39175,"Wyandot, OH",55585
40001,"Adair, OK",42331
40003,"Alfalfa, OK",44344
40005,"Atoka, OK",35397
40007,"Beaver, OK",67952
40009,"Beckham, OK",39175
40011,"Blaine, OK",52071
40013,"Bryan, OK",44056
40015,"Caddo, OK",44622
40017,"Canadian, OK",52341
40019,"Carter, OK",50824
40021,"Cherokee, OK",40924
40023,"Choctaw, OK",39231
40025,"Cimarron, OK",67240
40027,"Cleveland, OK",51736
40029,"Coal, OK",43855
40031,"Comanche, OK",48269
40033,"Cotton, OK",51715
40035,"Craig, OK",44925
40037,"Creek, OK",48083
40039,"Custer, OK",47390
40041,"Delaware, OK",44350
40043,"Dewey, OK",52032
40045,"Ellis, OK",61165
40047,"Garfield, OK",49429
40049,"Garvin, OK",47869
40051,"Grady, OK",48046
40053,"Grant, OK",56489
40055,"Greer, OK",37630
40057,"Harmon, OK",58735
40059,"Harper, OK",60387
40061,"Haskell, OK",44586
40063,"Hughes, OK",45873
40065,"Jackson, OK",51785
40067,"Jefferson, OK",42763
40069,"Johnston, OK",45772
40071,"Kay, OK",47901
40073,"Kingfisher, OK",70902
40075,"Kiowa, OK",47493
40077,"Latimer, OK",39856
40079,"Le Flore, OK",41821
40081,"Lincoln, OK",43917
40083,"Logan, OK",48453
40085,"Love, OK",43626
40087,"McClain, OK",54884
40089,"McCurtain, OK",44544
40091,"McIntosh, OK",42045
40093,"Major, OK",48237
40095,"Marshall, OK",45498
40097,"Mayes, OK",44971
40099,"Murray, OK",47149
40101,"Muskogee, OK",45216
40103,"Noble, OK",50271
40105,"Nowata, OK",45230
40107,"Okfuskee, OK",37448
40109,"Oklahoma, OK",71119
40111,"Okmulgee, OK",42789
40113,"Osage, OK",43155
40115,"Ottawa, OK",45940
40117,"Pawnee, OK",43550
40119,"Payne, OK",44408
40121,"Pittsburg, OK",42836
40123,"Pontotoc, OK",53239
40125,"Pottawatomie, OK",47105
40127,"Pushmataha, OK",39416
40129,"Roger Mills, OK",48563
40131,"Rogers, OK",52645
40133,"Seminole, OK",42311
40135,"Sequoyah, OK",42788
40137,"Stephens, OK",50475
40139,"Texas, OK",57200
40141,"Tillman, OK",40583
40143,"Tulsa, OK",75178
40145,"Wagoner, OK",48796
40147,"Washington, OK",109890
40149,"Washita, OK",41332
40151,"Woods, OK",49847
40153,"Woodward, OK",41264
41001,"Baker, OR",50065
41003,"Benton, OR",56103
41005,"Clackamas, OR",75388
41007,"Clatsop, OR",56205
41009,"Columbia, OR",55509
41011,"Coos, OR",55016
41013,"Crook, OR",53812
41015,"Curry, OR",52443
41017,"Deschutes, OR",75454
41019,"Douglas, OR",50144
41021,"Gilliam, OR",73465
41023,"Grant, OR",51993
41025,"Harney, OR",52084
41027,"Hood River, OR",66315
41029,"Jackson, OR",58066
41031,"Jefferson, OR",43870
41033,"Josephine, OR",51241
41035,"Klamath, OR",48435
41037,"Lake, OR",47868
41039,"Lane, OR",56937
41041,"Lincoln, OR",55198
41043,"Linn, OR",53933
41045,"Malheur, OR",39817
41047,"Marion, OR",54787
41049,"Morrow, OR",59976
41051,"Multnomah, OR",71390
41053,"Polk, OR",51314
41055,"Sherman, OR",68498
41057,"Tillamook, OR",57893
41059,"Umatilla, OR",50689
41061,"Union, OR",50154
41063,"Wallowa, OR",56650
41065,"Wasco, OR",53537
41067,"Washington, OR",74762
41069,"Wheeler, OR",45328
41071,"Yamhill, OR",58703
42001,"Adams, PA",56290
42003,"Allegheny, PA",70959
42005,"Armstrong, PA",56596
42007,"Beaver, PA",54998
42009,"Bedford, PA",50183
42011,"Berks, PA",58472
42013,"Blair, PA",54872
42015,"Bradford, PA",48872
42017,"Bucks, PA",87411
42019,"Butler, PA",68432
42021,"Cambria, PA",47912
42023,"Cameron, PA",51299
42025,"Carbon, PA",58328
42027,"Centre, PA",54553
42029,"Chester, PA",101233
42031,"Clarion, PA",47416
42033,"Clearfield, PA",54734
42035,"Clinton, PA",46157
42037,"Columbia, PA",49759
42039,"Crawford, PA",48616
42041,"Cumberland, PA",65404
42043,"Dauphin, PA",57844
42045,"Delaware, PA",78448
42047,"Elk, PA",50604
42049,"Erie, PA",51347
42051,"Fayette, PA",49022
42053,"Forest, PA",28277
42055,"Franklin, PA",55714
42057,"Fulton, PA",47779
42059,"Greene, PA",50403
42061,"Huntingdon, PA",45956
42063,"Indiana, PA",45822
42065,"Jefferson, PA",48251
42067,"Juniata, PA",59639
42069,"Lackawanna, PA",54278
42071,"Lancaster, PA",63990
42073,"Lawrence, PA",50878
42075,"Lebanon, PA",56679
42077,"Lehigh, PA",62106
42079,"Luzerne, PA",50722
42081,"Lycoming, PA",50705
42083,"McKean, PA",48895
42085,"Mercer, PA",48510
42087,"Mifflin, PA",47196
42089,"Monroe, PA",51772
42091,"Montgomery, PA",94507
42093,"Montour, PA",66679
42095,"Northampton, PA",63815
42097,"Northumberland, PA",48351
42099,"Perry, PA",54580
42101,"Philadelphia, PA",58506
42103,"Pike, PA",55818
42105,"Potter, PA",45992
42107,"Schuylkill, PA",49662
42109,"Snyder, PA",53040
42111,"Somerset, PA",47009
42113,"Sullivan, PA",56097
42115,"Susquehanna, PA",59182
42117,"Tioga, PA",46754
42119,"Union, PA",50828
42121,"Venango, PA",49083
42123,"Warren, PA",48778
42125,"Washington, PA",70915
42127,"Wayne, PA",54149
42129,"Westmoreland, PA",59961
42131,"Wyoming, PA",54600
42133,"York, PA",58073
44001,"Bristol, RI",88464
44003,"Kent, RI",68318
44005,"Newport, RI",85433
44007,"Providence, RI",56008
44009,"Washington, RI",79420
45001,"Abbeville, SC",41016
45003,"Aiken, SC",52141
45005,"Allendale, SC",43114
45007,"Anderson, SC",48090
45009,"Bamberg, SC",41997
45011,"Barnwell, SC",40449
45013,"Beaufort, SC",76326
45015,"Berkeley, SC",51606
45017,"Calhoun, SC",50072
45019,"Charleston, SC",78790
45021,"Cherokee, SC",40403
45023,"Chester, SC",43363
45025,"Chesterfield, SC",39232
45027,"Clarendon, SC",46230
45029,"Colleton, SC",43763
45031,"Darlington, SC",48119
45033,"Dillon, SC",39087
45035,"Dorchester, SC",49764
45037,"Edgefield, SC",48155
45039,"Fairfield, SC",49932
45041,"Florence, SC",52295
45043,"Georgetown, SC",59421
45045,"Greenville, SC",57900
45047,"Greenwood, SC",44329
45049,"Hampton, SC",41733
45051,"Horry, SC",48453
45053,"Jasper, SC",45332
45055,"Kershaw, SC",53637
45057,"Lancaster, SC",55549
45059,"Laurens, SC",42396
45061,"Lee, SC",43051
45063,"Lexington, SC",57381
45065,"McCormick, SC",47292
45067,"Marion, SC",41686
45069,"Marlboro, SC",38071
45071,"Newberry, SC",48062
45073,"Oconee, SC",55147
45075,"Orangeburg, SC",42603
45077,"Pickens, SC",46934
45079,"Richland, SC",53941
45081,"Saluda, SC",44540
45083,"Spartanburg, SC",51411
45085,"Sumter, SC",47575
45087,"Union, SC",39062
45089,"Williamsburg, SC",39211
45091,"York, SC",59612
46003,"Aurora, SD",60456
46005,"Beadle, SD",59380
46007,"Bennett, SD",50179
46009,"Bon Homme, SD",58587
46011,"Brookings, SD",59570
46013,"Brown, SD",73637
46015,"Brule, SD",72026
46017,"Buffalo, SD",37591
46019,"Butte, SD",48025
46021,"Campbell, SD",83191
46023,"Charles Mix, SD",54833
46025,"Clark, SD",88785
46027,"Clay, SD",48740
46029,"Codington, SD",64416
46031,"Corson, SD",42573
46033,"Custer, SD",64150
46035,"Davison, SD",65503
46037,"Day, SD",73056
46039,"Deuel, SD",71089
46041,"Dewey, SD",56096
46043,"Douglas, SD",76832
46045,"Edmunds, SD",100520
46047,"Fall River, SD",55084
46049,"Faulk, SD",100274
46051,"Grant, SD",71389
46053,"Gregory, SD",60998
46055,"Haakon, SD",84629
46057,"Hamlin, SD",66274
46059,"Hand, SD",88086
46061,"Hanson, SD",83127
46063,"Harding, SD",52474
46065,"Hughes, SD",64346
46067,"Hutchinson, SD",75303
46069,"Hyde, SD",82309
46071,"Jackson, SD",45025
46073,"Jerauld, SD",83247
46075,"Jones, SD",77205
46077,"Kingsbury, SD",75600
46079,"Lake, SD",83974
46081,"Lawrence, SD",71453
46083,"Lincoln, SD",84295
46085,"Lyman, SD",59069
46087,"McCook, SD",73734
46089,"McPherson, SD",81818
46091,"Marshall, SD",78276
46093,"Meade, SD",54716
46095,"Mellette, SD",46862
46097,"Miner, SD",77792
46099,"Minnehaha, SD",72108
46101,"Moody, SD",66130
46102,"Oglala Lakota, SD*",36599
46103,"Pennington, SD",70240
46105,"Perkins, SD",54961
46107,"Potter, SD",82149
46109,"Roberts, SD",55625
46111,"Sanborn, SD",65808
46115,"Spink, SD",92010
46117,"Stanley, SD",77991
46119,"Sully, SD",108677
46121,"Todd, SD",36342
46123,"Tripp, SD",67065
46125,"Turner, SD",77722
46127,"Union, SD",131212
46129,"Walworth, SD",64234
46135,"Yankton, SD",67210
46137,"Ziebach, SD",37106
47001,"Anderson, TN",53486
47003,"Bedford, TN",47362
47005,"Benton, TN",41806
47007,"Bledsoe, TN",35348
47009,"Blount, TN",55330
47011,"Bradley, TN",47982
47013,"Campbell, TN",43139
47015,"Cannon, TN",46643
47017,"Carroll, TN",42328
47019,"Carter, TN",40838
47021,"Cheatham, TN",57784
47023,"Chester, TN",40903
47025,"Claiborne, TN",42834
47027,"Clay, TN",41175
47029,"Cocke, TN",40715
47031,"Coffee, TN",47715
47033,"Crockett, TN",47806
47035,"Cumberland, TN",45442
47037,"Davidson, TN",87363
47039,"Decatur, TN",49075
47041,"DeKalb, TN",48548
47043,"Dickson, TN",52943
47045,"Dyer, TN",50839
47047,"Fayette, TN",76378
47049,"Fentress, TN",41578
47051,"Franklin, TN",47700
47053,"Gibson, TN",46660
47055,"Giles, TN",44988
47057,"Grainger, TN",43619
47059,"Greene, TN",43709
47061,"Grundy, TN",38852
47063,"Hamblen, TN",47779
47065,"Hamilton, TN",62149
47067,"Hancock, TN",32288
47069,"Hardeman, TN",35007
47071,"Hardin, TN",44927
47073,"Hawkins, TN",41852
47075,"Haywood, TN",38397
47077,"Henderson, TN",45961
47079,"Henry, TN",53630
47081,"Hickman, TN",43455
47083,"Houston, TN",39626
47085,"Humphreys, TN",44653
47087,"Jackson, TN",37998
47089,"Jefferson, TN",45646
47091,"Johnson, TN",39315
47093,"Knox, TN",63551
47095,"Lake, TN",30050
47097,"Lauderdale, TN",39427
47099,"Lawrence, TN",41749
47101,"Lewis, TN",42211
47103,"Lincoln, TN",49332
47105,"Loudon, TN",66975
47107,"McMinn, TN",43999
47109,"McNairy, TN",38320
47111,"Macon, TN",40946
47113,"Madison, TN",52009
47115,"Marion, TN",49518
47117,"Marshall, TN",49192
47119,"Maury, TN",54367
47121,"Meigs, TN",40507
47123,"Monroe, TN",42458
47125,"Montgomery, TN",49976
47127,"Moore, TN",48807
47129,"Morgan, TN",38518
47131,"Obion, TN",49177
47133,"Overton, TN",40372
47135,"Perry, TN",35813
47137,"Pickett, TN",41542
47139,"Polk, TN",41729
47141,"Putnam, TN",48634
47143,"Rhea, TN",43329
47145,"Roane, TN",50756
47147,"Robertson, TN",54089
47149,"Rutherford, TN",52042
47151,"Scott, TN",37283
47153,"Sequatchie, TN",45485
47155,"Sevier, TN",54323
47157,"Shelby, TN",58667
47159,"Smith, TN",47843
47161,"Stewart, TN",48563
47163,"Sullivan, TN",51657
47165,"Sumner, TN",64969
47167,"Tipton, TN",49909
47169,"Trousdale, TN",38270
47171,"Unicoi, TN",43486
47173,"Union, TN",41274
47175,"Van Buren, TN",34753
47177,"Warren, TN",42472
47179,"Washington, TN",52922
47181,"Wayne, TN",36548
47183,"Weakley, TN",45569
47185,"White, TN",41258
47187,"Williamson, TN",121528
47189,"Wilson, TN",64718
48001,"Anderson, TX",45353
48003,"Andrews, TX",55070
48005,"Angelina, TX",49084
48007,"Aransas, TX",63888
48009,"Archer, TX",65481
48011,"Armstrong, TX",67808
48013,"Atascosa, TX",47125
48015,"Austin, TX",62237
48017,"Bailey, TX",51051
48019,"Bandera, TX",59469
48021,"Bastrop, TX",45679
48023,"Baylor, TX",65779
48025,"Bee, TX",35359
48027,"Bell, TX",49901
48029,"Bexar, TX",55474
48031,"Blanco, TX",74760
48033,"Borden, TX",154014
48035,"Bosque, TX",54489
48037,"Bowie, TX",49155
48039,"Brazoria, TX",57099
48041,"Brazos, TX",48173
48043,"Brewster, TX",55018
48045,"Briscoe, TX",74430
48047,"Brooks, TX",42584
48049,"Brown, TX",47576
48051,"Burleson, TX",58471
48053,"Burnet, TX",64314
48055,"Caldwell, TX",43372
48057,"Calhoun, TX",57667
48059,"Callahan, TX",52090
48061,"Cameron, TX",37642
48063,"Camp, TX",49530
48065,"Carson, TX",55413
48067,"Cass, TX",47381
48069,"Castro, TX",95420
48071,"Chambers, TX",61625
48073,"Cherokee, TX",44945
48075,"Childress, TX",47930
48077,"Clay, TX",54104
48079,"Cochran, TX",64552
48081,"Coke, TX",52621
48083,"Coleman, TX",59124
48085,"Collin, TX",82805
48087,"Collingsworth, TX",55010
48089,"Colorado, TX",59721
48091,"Comal, TX",72778
48093,"Comanche, TX",54503
48095,"Concho, TX",43796
48097,"Cooke, TX",60392
48099,"Coryell, TX",38145
48101,"Cottle, TX",99246
48103,"Crane, TX",54874
48105,"Crockett, TX",61379
48107,"Crosby, TX",55203
48109,"Culberson, TX",84634
48111,"Dallam, TX",69397
48113,"Dallas, TX",77402
48115,"Dawson, TX",57093
48117,"Deaf Smith, TX",66897
48119,"Delta, TX",48347
48121,"Denton, TX",74224
48123,"DeWitt, TX",75852
48125,"Dickens, TX",55138
48127,"Dimmit, TX",52835
48129,"Donley, TX",48742
48131,"Duval, TX",49926
48133,"Eastland, TX",53846
48135,"Ector, TX",56020
48137,"Edwards, TX",69498
48139,"Ellis, TX",55184
48141,"El Paso, TX",44748
48143,"Erath, TX",50935
48145,"Falls, TX",44405
48147,"Fannin, TX",46972
48149,"Fayette, TX",69211
48151,"Fisher, TX",65008
48153,"Floyd, TX",51378
48155,"Foard, TX",75997
48157,"Fort Bend, TX",69262
48159,"Franklin, TX",57330
48161,"Freestone, TX",45792
48163,"Frio, TX",39097
48165,"Gaines, TX",54087
48167,"Galveston, TX",61684
48169,"Garza, TX",47701
48171,"Gillespie, TX",88235
48173,"Glasscock, TX",130570
48175,"Goliad, TX",59531
48177,"Gonzales, TX",65517
48179,"Gray, TX",50111
48181,"Grayson, TX",53822
48183,"Gregg, TX",58096
48185,"Grimes, TX",43169
48187,"Guadalupe, TX",56029
48189,"Hale, TX",45110
48191,"Hall, TX",47251
48193,"Hamilton, TX",70950
48195,"Hansford, TX",83650
48197,"Hardeman, TX",60929
48199,"Hardin, TX",53708
48201,"Harris, TX",71328
48203,"Harrison, TX",48614
48205,"Hartley, TX",85752
48207,"Haskell, TX",53668
48209,"Hays, TX",61230
48211,"Hemphill, TX",79701
48213,"Henderson, TX",50784
48215,"Hidalgo, TX",33794
48217,"Hill, TX",50805
48219,"Hockley, TX",53147
48221,"Hood, TX",63410
48223,"Hopkins, TX",54532
48225,"Houston, TX",51118
48227,"Howard, TX",64213
48229,"Hudspeth, TX",37083
48231,"Hunt, TX",48064
48233,"Hutchinson, TX",50432
48235,"Irion, TX",79291
48237,"Jack, TX",51165
48239,"Jackson, TX",51945
48241,"Jasper, TX",51162
48243,"Jeff Davis, TX",61280
48245,"Jefferson, TX",48392
48247,"Jim Hogg, TX",42576
48249,"Jim Wells, TX",49612
48251,"Johnson, TX",53116
48253,"Jones, TX",42156
48255,"Karnes, TX",80495
48257,"Kaufman, TX",50243
48259,"Kendall, TX",104398
48261,"Kenedy, TX",36422
48263,"Kent, TX",68631
48265,"Kerr, TX",65058
48267,"Kimble, TX",55112
48269,"King, TX",132961
48271,"Kinney, TX",41942
48273,"Kleberg, TX",46410
48275,"Knox, TX",55027
48277,"Lamar, TX",50924
48279,"Lamb, TX",62644
48281,"Lampasas, TX",59726
48283,"La Salle, TX",48793
48285,"Lavaca, TX",67772
48287,"Lee, TX",55811
48289,"Leon, TX",59322
48291,"Liberty, TX",42271
48293,"Limestone, TX",48241
48295,"Lipscomb, TX",131393
48297,"Live Oak, TX",48311
48299,"Llano, TX",68221
48301,"Loving, TX",164064
48303,"Lubbock, TX",52416
48305,"Lynn, TX",68503
48307,"McCulloch, TX",50278
48309,"McLennan, TX",51582
48311,"McMullen, TX",113557
48313,"Madison, TX",43341
48315,"Marion, TX",49626
48317,"Martin, TX",106446
48319,"Mason, TX",57729
48321,"Matagorda, TX",50846
48323,"Maverick, TX",39166
48325,"Medina, TX",50668
48327,"Menard, TX",48087
48329,"Midland, TX",146427
48331,"Milam, TX",48048
48333,"Mills, TX",55131
48335,"Mitchell, TX",40454
48337,"Montague, TX",47688
48339,"Montgomery, TX",74822
48341,"Moore, TX",59543
48343,"Morris, TX",49292
48345,"Motley, TX",49181
48347,"Nacogdoches, TX",48753
48349,"Navarro, TX",45504
48351,"Newton, TX",43420
48353,"Nolan, TX",53809
48355,"Nueces, TX",54410
48357,"Ochiltree, TX",65600
48359,"Oldham, TX",76613
48361,"Orange, TX",49866
48363,"Palo Pinto, TX",52731
48365,"Panola, TX",58253
48367,"Parker, TX",70032
48369,"Parmer, TX",72387
48371,"Pecos, TX",45712
48373,"Polk, TX",48000
48375,"Potter, TX",56720
48377,"Presidio, TX",61699
48379,"Rains, TX",42208
48381,"Randall, TX",57502
48383,"Reagan, TX",69198
48385,"Real, TX",58224
48387,"Red River, TX",53726
48389,"Reeves, TX",68688
48391,"Refugio, TX",57370
48393,"Roberts, TX",60659
48395,"Robertson, TX",56495
48397,"Rockwall, TX",73363
48399,"Runnels, TX",55948
48401,"Rusk, TX",45979
48403,"Sabine, TX",45737
48405,"San Augustine, TX",57021
48407,"San Jacinto, TX",45099
48409,"San Patricio, TX",50983
48411,"San Saba, TX",44722
48413,"Schleicher, TX",63105
48415,"Scurry, TX",52226
48417,"Shackelford, TX",120544
48419,"Shelby, TX",65241
48421,"Sherman, TX",120771
48423,"Smith, TX",66367
48425,"Somervell, TX",58958
48427,"Starr, TX",32680
48429,"Stephens, TX",48278
48431,"Sterling, TX",66900
48433,"Stonewall, TX",95125
48435,"Sutton, TX",69650
48437,"Swisher, TX",80178
48439,"Tarrant, TX",64177
48441,"Taylor, TX",56245
48443,"Terrell, TX",64130
48445,"Terry, TX",53626
48447,"Throckmorton, TX",57197
48449,"Titus, TX",52083
48451,"Tom Green, TX",61530
48453,"Travis, TX",88096
48455,"Trinity, TX",47262
48457,"Tyler, TX",42729
48459,"Upshur, TX",44901
48461,"Upton, TX",79723
48463,"Uvalde, TX",52727
48465,"Val Verde, TX",48184
48467,"Van Zandt, TX",46541
48469,"Victoria, TX",56753
48471,"Walker, TX",34220
48473,"Waller, TX",52125
48475,"Ward, TX",63477
48477,"Washington, TX",70576
48479,"Webb, TX",41588
48481,"Wharton, TX",53293
48483,"Wheeler, TX",49799
48485,"Wichita, TX",53496
48487,"Wilbarger, TX",64798
48489,"Willacy, TX",34955
48491,"Williamson, TX",69000
48493,"Wilson, TX",57205
48495,"Winkler, TX",68046
48497,"Wise, TX",56323
48499,"Wood, TX",49503
48501,"Yoakum, TX",59605
48503,"Young, TX",66796
48505,"Zapata, TX",33747
48507,"Zavala, TX",44256
49001,"Beaver, UT",43766
49003,"Box Elder, UT",47677
49005,"Cache, UT",48905
49007,"Carbon, UT",46746
49009,"Daggett, UT",49186
49011,"Davis, UT",59140
49013,"Duchesne, UT",48080
49015,"Emery, UT",40693
49017,"Garfield, UT",48273
49019,"Grand, UT",71523
49021,"Iron, UT",40473
49023,"Juab, UT",51184
49025,"Kane, UT",51114
49027,"Millard, UT",49363
49029,"Morgan, UT",67437
49031,"Piute, UT",63504
49033,"Rich, UT",47047
49035,"Salt Lake, UT",67745
49037,"San Juan, UT",36393
49039,"Sanpete, UT",42656
49041,"Sevier, UT",44102
49043,"Summit, UT",244112
49045,"Tooele, UT",46829
49047,"Uintah, UT",38767
49049,"Utah, UT",54261
49051,"Wasatch, UT",86659
