county_name,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_fastfood_per_1000_pop_2020,beta_poverty_rate_2021,beta_pct_non_hispanic_black_2020,beta_median_household_income_2021,beta_rucc_2023,se_Intercept,se_fastfood_per_1000_pop_2020,se_poverty_rate_2021,se_pct_non_hispanic_black_2020,se_median_household_income_2021,se_rucc_2023,t_Intercept,t_fastfood_per_1000_pop_2020,t_poverty_rate_2021,t_pct_non_hispanic_black_2020,t_median_household_income_2021,t_rucc_2023,p_Intercept,p_fastfood_per_1000_pop_2020,p_poverty_rate_2021,p_pct_non_hispanic_black_2020,p_median_household_income_2021,p_rucc_2023,sumW_Intercept,sumW_fastfood_per_1000_pop_2020,sumW_poverty_rate_2021,sumW_pct_non_hispanic_black_2020,sumW_median_household_income_2021,sumW_rucc_2023
Banks,1137919.7257733922,1329544.109617602,-1.0202891082056447,-0.29968114663538725,-0.9679507466669266,-0.05233836153871807,0.6890576923035212,-0.07247328022597936,-0.1794718642231836,0.059862851375467596,0.5515741760103956,-0.3947293500986243,0.05950796691586798,0.07057903203461993,0.11404906805532308,0.13820063323999,0.10592017189580849,0.11252044703583751,0.06960560944515472,-1.0268386819251116,-1.5736372710746318,0.4331590237471182,5.207451669857257,-3.5080677378832656,0.8549306211126115,0.3062673104429677,0.11782852371704605,0.6655658682184724,6.696179264864525e-07,0.0006072459118548813,0.3940502250348292,68.43061573957173,18.15692974741124,75.48863196972405,20.757430812119964,78.6736455135181,75.48863196972405
Putnam,1164448.114411752,1216684.101852303,0.3373622846426218,0.2547135707883642,0.16165131470602556,0.17571096993659624,0.7787394981102949,-0.04059948511539259,-0.17430297862285257,0.07035867993771289,0.5829202897394459,-0.39185844163167804,0.0689688762933697,0.07128588379572684,0.10606281161525813,0.13829785478230125,0.11537007592490632,0.11254837650548785,0.06987935880878389,-0.5695305010418666,-1.6433939094046934,0.5087474426010915,5.052612517294911,-3.4816889749855346,0.9869706515495426,0.5699088731470021,0.10254543967024286,0.6117300734708596,1.337833026160503e-06,0.0006649867767126118,0.3253597023537642,60.574342127637905,14.4336735597949,71.23663636376344,15.776923304483933,74.37934600586325,71.23663636376344
Decatur,1086438.6220841582,932289.8957620804,1.0413296735269078,0.2820026698277951,0.796838699049966,0.2444909744769418,0.5729587427437397,0.039289204183170987,-0.06118625421907501,0.07814250826788773,0.430373819803145,-0.3542639023372507,0.08249577410526336,0.0687409189765383,0.11288597091545587,0.13489463657154166,0.12901240025381844,0.11574136385689508,0.07198830988970048,0.5715548288870074,-0.5420182306346948,0.5792855094460682,3.335910493537283,-3.0608236375654743,1.1459607015592153,0.5685400808823315,0.5886675974388074,0.5633274831538628,0.0010887481863177202,0.002646656063325613,0.2537664078388302,49.08598853395209,15.858871998605641,56.737507099603526,17.531409633155484,57.87411191151154,56.737507099603526
Lamar,1097573.09862376,1180389.924397857,-0.2911800268612055,-0.31324250746316495,0.14544078233902819,-0.43662080920023366,0.751910791543677,-0.029378030411793727,-0.13470391496877376,0.05354479096476513,0.6711607029937282,-0.3792212469849259,0.05582197002028929,0.07138715429064198,0.09817710590198908,0.13849373960485953,0.10828484812919553,0.11232137048504935,0.06940092599067922,-0.41153104789953565,-1.3720501712817819,0.3866224647954147,6.198103562863762,-3.376216345538648,0.8043404208725741,0.6813125084078866,0.17224232391121602,0.6996227265936317,6.019443315040311e-09,0.0009514595011414735,0.42256414031250356,60.316777002109504,15.243403678558131,74.51456804786343,19.231996652643215,76.7729862340453,74.51456804786343
Monroe,1118770.8348290557,1176070.771924007,-0.8945806459048793,-0.3835679498527971,-0.48292888141518886,-0.41165176448969043,0.7602350294454155,-0.020830183348942218,-0.08057620519396463,0.05777808331240038,0.6870261013405509,-0.3802455477335076,0.05893065610189725,0.07190340991115059,0.10280258417287864,0.1385816337514459,0.10929734527652507,0.11239213238103361,0.06994026604947026,-0.28969673864816153,-0.7837955226734683,0.4169245357290901,6.285844359735886,-3.383204319359233,0.8425855294890403,0.7724768531529822,0.43448414743770714,0.6773721882329093,3.881405911617306e-09,0.0009293724333218321,0.4008974398865853,57.01366173915542,15.031062044051216,70.58011814524222,17.201479749860912,73.57744703505543,70.58011814524222
Coweta,1036402.5609903656,1204113.947256562,-0.7688721836041138,0.4992066891590349,-1.1126552710990338,0.34378308749492004,0.7087532084004133,-0.04669712768371681,-0.36843954357444797,0.045823610590574375,0.5390065012577356,-0.3784676777098712,0.049496018310676425,0.07095540066829849,0.10777053919909167,0.138425205861566,0.11298436880669659,0.11233149375552992,0.06880253853602547,-0.658119427751751,-3.418740838753763,0.3310351630352704,4.770628954700048,-3.3692036405528505,0.7193923271415339,0.5115421388367729,0.0008242909057241184,0.7411128789033702,4.560293248343852e-06,0.0009741180329624131,0.47309836862828625,64.15403484196014,16.796780872268123,78.3784305468745,18.440229330051864,79.96076945472677,78.3784305468745
Meriwether,1047487.4820928676,1170277.8210031278,0.7647710564652233,0.12622004706022394,0.7066978356237169,0.058073220841506346,0.7377708822537057,-0.03286550221857237,-0.16573507839060778,0.04660028809161165,0.5874447249770665,-0.37433709117001157,0.050603462515971045,0.07164848594724633,0.09453484175939998,0.13841292796453408,0.1085035612382018,0.11235846637051049,0.06903013245290021,-0.45870476932018817,-1.7531639690307945,0.33667583495923276,5.414059393750476,-3.3316322593404477,0.7330633843198574,0.647157503557199,0.08176262914588978,0.7368654260529026,2.6072097810098445e-07,0.0011043606231538221,0.46474543949223746,57.74001607207049,17.22699558429104,74.9405030637819,19.029234205090496,76.42675920314691,74.9405030637819
Hancock,1199349.043519363,1215597.0749690426,1.720155369951042,-0.19178274202143508,1.9313512881404775,-0.21119591818943562,0.7865233561126848,-0.03243504251552495,-0.13768538474384426,0.08428092658292208,0.42275668349089557,-0.39662011478478654,0.08085534347152365,0.07214653518481713,0.10884609847252633,0.13796031812349188,0.12881667347189352,0.11292249172899424,0.07059356656632487,-0.4495717283225923,-1.2649547083086052,0.6109070182592651,3.281847544239968,-3.5123216704839098,1.1453641939957449,0.6537145350049918,0.20798907125658678,0.5422517065592638,0.0013020951910703228,0.0005983881015486918,0.2540124825307134,53.85980414192667,13.364707597299073,65.45419629700577,14.744522111074863,70.11798082469355,65.45419629700577
Tift,1177615.0725439654,1008716.0878199288,0.36250397710277527,0.19216770876085051,0.30786095602949415,0.05464302107328112,0.532786073753321,0.050550948961183964,-0.03694129196597436,0.09626166023684092,0.43646170511805765,-0.3738624781351009,0.09790619621547034,0.06586718817877385,0.11867951487428882,0.13373677323297212,0.13127486458061874,0.1147950208000624,0.07037738262686595,0.7674678448999642,-0.31126932061615176,0.7197845282923881,3.3247926517571615,-3.2567830514727136,1.391159951692996,0.44409582268382997,0.7560588981876666,0.4728575784905549,0.0011297555096499198,0.0014137083065128844,0.1663838001065187,63.52737169691182,16.496713999007746,73.30611434265786,18.899808508977728,76.49754919187569,73.30611434265786
Chattahoochee,1047491.4386907136,1092307.979765565,0.5887792092441527,0.775708888973219,-0.27346926964609064,0.8622484788902434,0.7328753489397313,0.003980080293150029,-0.042396552942743054,0.04613036395372434,0.4553663987854567,-0.35583570116253,0.051090971348428604,0.07299462567710753,0.09768589585676146,0.1384795426076874,0.12016082860602677,0.11324947714122639,0.07155622992973562,0.05452566207758849,-0.4340089484863799,0.3331204240355681,3.7896409675941385,-3.1420516027530034,0.7139975289167302,0.9565940964486805,0.6649500417081693,0.7395417302142748,0.00022340470047801215,0.0020478730483654423,0.4764173921915015,46.57410870185082,14.74740994323717,59.14915947017278,16.043986899059895,60.16875358177961,59.14915947017278
Candler,1298438.1630015413,1132050.7518893415,1.0161879810667542,0.5803569130319608,0.6253357535692411,0.39085222749751314,0.6866362487430697,0.04141453560488513,-0.04372015225214962,0.12478881657739285,0.18996613583499045,-0.40210828161523565,0.12005799695816564,0.06750147784380314,0.10895660936097634,0.13346881136424363,0.13217169092520006,0.11481524210473845,0.07059651892364302,0.6135352428981986,-0.4012620483380087,0.934966119064606,1.4372679543193405,-3.5022203868055994,1.7006220531641227,0.5405180417147875,0.6888389997011084,0.3514156359170638,0.15287310852572167,0.0006196230629700545,0.09123424429252318,56.49210137739821,18.210475575239446,71.44794346008035,19.93102458439934,75.19815552569739,71.44794346008035
Emanuel,1274328.301051328,1149542.0123912024,1.1418964433675196,0.5276762445453984,0.6367358436705548,0.5051605996969648,0.7100967364658881,0.03488268317819118,0.044989904284513035,0.11978057892950617,0.2785574841461252,-0.4011992514924023,0.11493819638996505,0.0678260347334915,0.12038757523230964,0.13414270518386445,0.133037204875381,0.11436928878919496,0.07047423138056473,0.514296365919894,0.3737088665312584,0.8929339747944351,2.093831454194008,-3.5079281836917886,1.6309251500636093,0.6078556879288258,0.7091862506377152,0.37342483989241215,0.038077985053272555,0.0006075385794100845,0.10515374167870138,55.61064379677529,15.112500497332983,70.93597859266282,18.069137429131224,75.0261203937929,70.93597859266282
Pike,1074365.6873703604,1179350.2560202086,-0.6934471062236552,0.36396533955112653,-1.139809677246111,0.4463625710224558,0.7448379399606164,-0.03321872468024425,-0.17691932047110415,0.04997746725852854,0.6445829469213291,-0.37736421625882743,0.053135060981760476,0.07156396940387781,0.091516270815269,0.13843507006202105,0.10985408628318066,0.11231448257927591,0.06911375779015778,-0.46418225479879877,-1.9332007182441497,0.36101738696804114,5.867628312521123,-3.359889193207734,0.7688058453294986,0.6432381605402505,0.05522985160894021,0.7186306405934958,3.05090487703213e-08,0.0010049950945842092,0.44330359052813306,59.804313977581344,17.37013259185266,76.10224518761592,19.276977448254776,77.9061725702252,76.10224518761592
Henry,1091004.195190502,1221903.5299590887,1.6195886001104298,2.0894858195541017,-0.027379991119686253,1.6469685912301162,0.7358696224949336,-0.04996299878557629,-0.4936329706029424,0.05213324347387288,0.6487714415059821,-0.38441037642694875,0.05410534542593664,0.07051141592897112,0.10883021919650572,0.13851443860173276,0.11593975301201997,0.11229143128635528,0.06911060836345757,-0.7085802791977112,-4.53580792400712,0.376374073346753,5.595763529345462,-3.4233277822121684,0.7828804680953292,0.47976316265014296,1.2225706158953066e-05,0.7072086001570816,1.1171311324232461e-07,0.0008115695603904617,0.4350195833187296,69.39037020474717,16.333047547997158,79.45719981334238,18.186156858921205,82.91971978276132,79.45719981334238
Jenkins,1302228.4106334914,1176487.3084899585,1.0916130584472146,0.06230373624051544,0.9880709524317169,0.10354210601549763,0.7334362800119308,0.019901077601974005,-0.03182425711126442,0.1255203253111525,0.17908694229025135,-0.40708152683337206,0.11921590154553624,0.06915229467200967,0.11172890863835759,0.1343751170217436,0.13568038227276735,0.11474672777033956,0.0710037525828536,0.2877862216483936,-0.2848345830914064,0.934103933028328,1.319917730849408,-3.5476525975374873,1.6790084637628742,0.7739359616241052,0.7761917861889122,0.35185858867843556,0.1890166448972653,0.0005293776635687177,0.09538094426899865,51.4196076556327,15.803896371716757,65.40767032561537,17.284768139781868,68.4938137507565,65.40767032561537
Forsyth,1082872.4717950728,1307902.0873683998,-2.880774350256974,-0.38582347940608486,-2.468256417826197,-0.41251793243077683,0.6658158468502859,-0.06666543365078814,-0.3976030914357542,0.05059473210786806,0.4701739634467284,-0.389750991806871,0.05173863470158117,0.07035694318440179,0.12724709191684883,0.13860225036473442,0.09990830428847577,0.11242479557952166,0.06969074885815334,-0.9475316952878637,-3.1246536596339096,0.3650354303391689,4.706054884978786,-3.466770740367392,0.7424031962533303,0.3450005643177231,0.002164417380517176,0.7156358213389731,6.0003583570372125e-06,0.0006998865143984272,0.4590868773156187,72.77731607837907,14.98693910955639,77.36777777831077,16.895945994423748,82.57949377323965,77.36777777831077
Oglethorpe,1182698.5230736786,1282113.364855555,-0.5677386439228899,-0.3405119737560161,-0.18137469600285966,-0.3863639479200302,0.7572565859168539,-0.06464418805137297,-0.1758555977131764,0.07191621699385714,0.49798529146465087,-0.39751572609402863,0.07021261261778491,0.0706604596980945,0.11718571145637352,0.13786041059605403,0.1069633634441205,0.11261334715885898,0.06942505609724277,-0.9148566019464522,-1.5006573372099619,0.5216596750504353,4.655662232656016,-3.5299166228783667,1.0113439810468288,0.3618399294447997,0.13569611994746092,0.6027316068592425,7.420775164427809e-06,0.0005630258718546218,0.3135965308237668,64.84027319328574,17.12499984678926,74.52775485402204,18.148621755301278,76.44129835484291,74.52775485402204
Wayne,1326935.6674833458,1040323.615932568,1.1921798282878266,0.8252049834103388,0.4425601009540698,0.7496197273337568,0.6236529001112192,0.05181596935142849,-0.13837464446823694,0.12585927335096475,0.10074035576648452,-0.3967432398316023,0.12325889380931784,0.06621286323899102,0.10043609923411126,0.1323918446646971,0.19007619129247327,0.11566384720141454,0.07088905369927255,0.7825665107458368,-1.3777381392092194,0.9506572981872327,0.5299998652196988,-3.430140440865002,1.7387577824385982,0.4352033812756113,0.17048247428479318,0.34341665521175146,0.5969515806051942,0.0007930148519258219,0.08427567413124214,60.62575180248267,19.11627250464263,71.60242140470893,20.93137530732953,74.90819866905213,71.60242140470893
McDuffie,1243516.9630927246,1245843.1720450013,0.21165382234185637,-0.19480295555985816,0.26413421631296863,-0.05248039397111226,0.7874288010314432,-0.043947856219498024,-0.11408700400522281,0.09704118906131987,0.28695314076769085,-0.4031380854564966,0.09235072453670277,0.0721151915285745,0.11686012229800892,0.1371513432428864,0.12503757009354363,0.1132055312611341,0.07045199460688792,-0.6094119045927291,-0.9762697639001756,0.7075482220357553,2.2949353586527175,-3.5611165016890176,1.3108319367252361,0.5432391826941239,0.3306147091382855,0.4804020417258794,0.02322356825034647,0.0005051087929263805,0.19206070689514712,50.80752715218897,14.811681821297963,64.2021336167485,16.183321948805443,69.83695580434645,64.2021336167485
Thomas,1149098.4192540732,938447.8290682456,0.26193720726216146,-0.024179580196722117,0.3844257252642564,-0.12248851800209493,0.5369242023781501,0.04653349005469099,-0.06258436617380178,0.09219679317839764,0.4341989218387644,-0.3661789176913472,0.09517290598497155,0.0667422428747699,0.11357904723615325,0.13379698420001532,0.12972467519157665,0.11561688639415076,0.0713976414881791,0.6972119612762028,-0.5510203483541866,0.6890797556436036,3.347080431672247,-3.1671750477953777,1.3329978974267487,0.4868263230704569,0.5824980081902309,0.4919135172109179,0.0010489531359278734,0.0018898168237693773,0.1846976705163148,56.75396400616287,16.601344376207837,63.68893727848234,18.58386214827024,66.38299113630511,63.68893727848234
Newton,1117355.4723542954,1236729.9642453163,1.0161879810667542,1.217495121047933,0.33552950860637365,0.6806584724603806,0.7465358796736321,-0.05407157148275546,-0.4394062958637822,0.056178508457143714,0.6498782068748575,-0.3882504906575187,0.05688493237915446,0.07045663353598185,0.10434950680964972,0.1386026150874242,0.10716616594629873,0.11232480437604184,0.06945757633602813,-0.7674447212290009,-4.2109091772262035,0.4053206963065515,6.064210668883249,-3.456498258013704,0.8189881562228921,0.4441095214231987,4.527014008521002e-05,0.6858605081562713,1.1685302114929772e-08,0.0007249103399689263,0.4141851154640157,70.09931510459428,16.975806606328792,77.55067289861921,18.910425068231632,83.03261339311878,77.55067289861921
Sumter,1106630.7172984765,1065028.6693192287,0.6642042866246113,-0.5655674261396134,1.2210675868412517,-0.5568633002166404,0.6697241852405116,0.034640194038529505,0.003996754706553023,0.06677082208177573,0.43952250407810833,-0.35861663893609586,0.06972765221746123,0.06998870844967205,0.09706462875034486,0.1366011566291955,0.12817040832196644,0.11392143409597427,0.0710635916182671,0.4949397525093467,0.04117622204925832,0.48880129370372355,3.429204212051971,-3.1479294636861366,0.9812007897379836,0.6214185160236164,0.9672140739959054,0.625747220262052,0.0007955409325337662,0.0020098326012566396,0.32818631483639404,53.99483947458572,15.630700704107939,64.22040577828366,17.868482190992317,66.27374508673999,64.22040577828366
Atkinson,1240726.5979730738,999324.1673458059,1.418455060429204,0.9270842310507057,0.48769454032635995,0.9307605201028442,0.5540049029894724,0.053993672191485625,-0.07464933600382848,0.11038848221197531,0.394718232716814,-0.3837409107727625,0.11056767093825937,0.06541538889588612,0.10686591783288205,0.13283574724258937,0.1633643599849758,0.11526167993952585,0.07050105090455674,0.8253970984934588,-0.6985326801812138,0.831014877421361,2.4161832651449506,-3.3293017330139487,1.5683123800231602,0.41055043488622434,0.48600285256112497,0.40738024962380226,0.016972817346934926,0.001112953136163732,0.11906572147642218,64.60302107245968,15.651978230001484,74.7896917369743,18.244870389512627,77.8289070579898,74.7896917369743
Brantley,1326681.5872330982,1000395.9032247956,0.11108705250124437,0.19111521893508232,0.22627570111336254,-0.11518864861211817,0.6065468445859175,0.05319204540799065,-0.139014202340013,0.12405166325981747,0.14513162342054023,-0.3938243514918802,0.12233250783683243,0.06612185917137989,0.10263245187718946,0.1322526069887636,0.19090559737717194,0.11589629009803384,0.07102851135749125,0.8044547759935678,-1.3544858355947507,0.937990305706088,0.7602271772775937,-3.398075565307171,1.7223014462618362,0.42249833874482823,0.17776341093735015,0.3498647679889605,0.4483971804039688,0.0008839569307029416,0.08722329077250039,59.87774028787181,17.656862193924525,70.04551176529455,20.795723643729595,73.13664260922674,70.04551176529455
Dodge,1200463.6549647618,1092113.4809349198,0.5384958243238458,-0.31409969731133836,0.6295272529216638,-0.09103142859781799,0.5808005586504033,0.05236292885905865,0.12721250980524035,0.09943530127640646,0.5469865580664084,-0.3837637776424095,0.09875086458740495,0.06596588406672867,0.10112607697127114,0.13431602407339183,0.13757842084301503,0.11384165332771447,0.06962965957135571,0.7937880254297848,1.2579595057502337,0.7403085518826396,3.9758165176975817,-3.371031309055867,1.418229892194233,0.42866221448003006,0.2105004914105843,0.4603525216483798,0.00011194306200838377,0.0009681645370888214,0.15834577921635087,61.914504049086645,14.015228583165882,77.03802241196892,15.301323391370419,81.19234381185672,77.03802241196892
Rockdale,1099804.40855085,1245733.1842042326,0.16137043742154947,0.15114106124108584,-0.08512716292908935,0.24649760035063883,0.7255860427110294,-0.056187122811840726,-0.6164222121318991,0.05318322905983713,0.62413973510521,-0.3873602188032368,0.05451841134641778,0.07024066041002015,0.11834497827282486,0.13855908021162613,0.1103410130612578,0.11232121252015814,0.06928739330033251,-0.7999230429192459,-5.208689216291368,0.38383070224346555,5.656461888370624,-3.4486826674321893,0.7868446011542498,0.4251106041251501,6.658895774040555e-07,0.7016862308367666,8.386427879149332e-08,0.000744509275294707,0.43270278610908797,72.58907339517899,15.472090250983692,79.57367920132634,18.10051378437853,84.21451556859859,79.57367920132634
Lincoln,1241417.2751178744,1280523.0701007505,-0.06490479471982799,-0.29561387757124646,0.1801583398727641,-0.2450631345925921,0.7834464163470377,-0.062337403473359754,-0.11821144378845427,0.08999517009983478,0.3066558150050611,-0.4028217708915134,0.08595747140575165,0.072111538235223,0.1250383992158794,0.13729460649940953,0.11595002803988745,0.11296762132247205,0.0700014791751739,-0.8644581019755719,-0.9454011290112699,0.655489479116733,2.6447239400370806,-3.5658161708268366,1.2279379295778734,0.38881502771231924,0.3460829300969749,0.5132283504743975,0.009109598500704714,0.0004968872627626148,0.22153075968613653,51.752463612311956,14.417034545526484,65.55661663917621,15.698025415284313,71.41329024658351,65.55661663917621
Ware,1287399.6208981988,978665.8304611895,0.8150544413855302,0.38718535045754243,0.38210246345577353,0.43295197792975665,0.5827863350742454,0.05546381077268638,-0.10767251921026014,0.11778308901921006,0.25474939481573217,-0.38834087069150613,0.11725373193272551,0.06597406330320768,0.10472281337958057,0.13241063538454279,0.1954046405930562,0.11575555821508428,0.07089206808377713,0.8406911443029115,-1.0281667932276417,0.8895289164435177,1.3037018672768654,-3.3548356267258783,1.653975333237002,0.4019545186789404,0.3056444769676859,0.3752448313518302,0.19447493295667495,0.0010221283275158254,0.10037297793978926,60.78485903020451,16.56568790920914,71.36689782650721,17.76569103426892,74.329807490192,71.36689782650721
